dataset,seed,time_taken,status,"{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}"
ACSF1,0,12304.5862,success,0.6390374331550802,1264.3466,0.6390374331550802,1205.5476,0.6491384432560903,1184.9911,0.6390374331550802,1208.002,0.6390374331550802,1193.3687,0.6491384432560903,1197.8234,0.6592394533571003,797.0189,0.6488413547237076,777.9693,0.6390374331550802,795.2896,0.6592394533571003,823.6291,0.6488413547237076,780.9962,0.6390374331550802,780.8766
ACSF1,1,12104.2395,success,0.700237670825906,1281.6857,0.7198455139631611,1237.4174,0.7198455139631611,1241.6429,0.700237670825906,1230.6556,0.7198455139631611,1151.1867,0.7198455139631611,1096.4945,0.7599524658348188,772.8016,0.7498514557338086,734.8411,0.7596553773024363,765.5473,0.7599524658348188,792.4428,0.7498514557338086,760.5054,0.7596553773024363,759.2541
ACSF1,2,12353.5749,success,0.6598336304218658,1283.6123,0.6500297088532383,1220.6503,0.6702317290552585,1200.5756,0.6598336304218658,1238.8217,0.6500297088532383,1178.039,0.6702317290552585,1177.6731,0.6800356506238859,807.228,0.6601307189542484,772.035,0.6702317290552585,792.8283,0.6800356506238859,806.1901,0.6601307189542484,780.1253,0.6702317290552585,806.7692
ACSF1,3,12102.5544,success,0.6696375519904931,1257.0088,0.6696375519904931,1196.3655,0.6898395721925134,1172.8057,0.6696375519904931,1158.1743,0.6696375519904931,1150.3807,0.6898395721925134,1143.382,0.7103386809269162,803.6217,0.7302436125965537,781.5301,0.7400475341651812,790.0419,0.7103386809269162,790.1365,0.7302436125965537,757.7228,0.7400475341651812,801.6897
ACSF1,4,12288.0465,success,0.6209150326797386,1244.4004,0.6209150326797386,1192.9767,0.6108140225787285,1207.8239,0.6209150326797386,1246.6732,0.6209150326797386,1175.7756,0.6108140225787285,1146.3888,0.6209150326797386,800.7378,0.6310160427807486,784.4618,0.6310160427807486,807.9784,0.6209150326797386,807.7394,0.6310160427807486,789.9865,0.6310160427807486,795.3058
Adiac,0,5456.8787,success,0.7230769230769231,460.3252,0.7256410256410257,463.1326,0.7282051282051283,461.6144,0.7230769230769231,466.2207,0.7256410256410257,454.0431,0.7282051282051283,468.6564,0.7435897435897436,416.128,0.7512820512820513,418.092,0.7384615384615385,413.5002,0.7435897435897436,404.3552,0.7512820512820513,412.8925,0.7384615384615385,415.9157
Adiac,1,5419.0551,success,0.7384615384615385,464.0702,0.7384615384615385,464.1932,0.735897435897436,466.1373,0.7384615384615385,461.7201,0.7384615384615385,463.1521,0.735897435897436,458.394,0.7410256410256411,400.2473,0.7589743589743589,402.7028,0.7435897435897436,412.1361,0.7410256410256411,401.7613,0.7589743589743589,407.4713,0.7435897435897436,413.1031
Adiac,2,5492.1885,success,0.7410256410256411,464.7344,0.7333333333333334,466.1428,0.7282051282051283,466.6092,0.7410256410256411,461.4067,0.7333333333333334,470.0817,0.7282051282051283,471.6574,0.7333333333333334,414.1713,0.735897435897436,415.7092,0.7307692307692308,415.2216,0.7333333333333334,406.5803,0.735897435897436,414.8038,0.7307692307692308,409.1329
Adiac,3,5436.0201,success,0.7128205128205128,470.6601,0.7230769230769232,477.7587,0.7410256410256411,473.1943,0.7128205128205128,461.7552,0.7230769230769232,450.0391,0.7410256410256411,458.1225,0.7282051282051283,397.1343,0.735897435897436,406.1886,0.7410256410256411,411.6099,0.7282051282051283,401.9528,0.735897435897436,400.4366,0.7410256410256411,410.0654
Adiac,4,5498.6555,success,0.7435897435897436,469.0855,0.7333333333333334,471.0204,0.7410256410256411,472.6063,0.7435897435897436,469.3754,0.7333333333333334,471.3802,0.7410256410256411,470.197,0.7435897435897436,412.339,0.7564102564102564,411.9538,0.7487179487179487,413.7641,0.7435897435897436,407.6101,0.7564102564102564,410.599,0.7487179487179487,413.8206
